401,12:31:53.711
152,12:31:53.885
151,12:31:54.128
153,12:31:54.192
402,12:31:54.253
400,12:31:54.292
403,12:31:54.317
150,12:31:54.374
154,12:31:54.397
404,12:31:54.423
405,12:31:54.445
155,12:31:54.467
406,12:31:54.488
407,12:31:54.509
156,12:31:54.530
408,12:31:54.554
52,12:31:54.578
51,12:31:54.599
53,12:31:54.626
50,12:31:54.646
54,12:31:54.665
4,12:31:54.684
3,12:31:54.703
2,12:31:54.723
0,12:31:54.750
1,12:31:54.770
5,12:31:54.788
352,12:31:54.812
354,12:31:54.834
350,12:31:54.863
355,12:31:54.885
351,12:31:54.902
353,12:31:54.922
356,12:31:54.940
6,12:31:54.964
7,12:31:54.986
357,12:31:55.002
301,12:31:55.019
307,12:31:55.035
305,12:31:55.054
300,12:31:55.069
303,12:31:55.084
306,12:31:55.100
304,12:31:55.117
302,12:31:55.134
308,12:31:55.150
309,12:31:55.178
55,12:31:55.197
310,12:31:55.215
56,12:31:55.233
57,12:31:55.249
58,12:31:55.265
59,12:31:55.280
60,12:31:55.303
157,12:31:55.318
61,12:31:55.333
409,12:31:55.349
410,12:31:55.364
411,12:31:55.381
158,12:31:55.397
412,12:31:55.412
413,12:31:55.426
414,12:31:55.443
415,12:31:55.458
416,12:31:55.473
417,12:31:55.488
418,12:31:55.503
419,12:31:55.517
8,12:31:55.531
9,12:31:55.550
10,12:31:55.564
358,12:31:55.591
11,12:31:55.605
12,12:31:55.626
13,12:31:55.639
14,12:31:55.656
15,12:31:55.690
16,12:31:55.705
17,12:31:55.722
18,12:31:55.735
19,12:31:55.756
359,12:31:55.769
159,12:31:55.781
160,12:31:55.804
161,12:31:55.820
162,12:31:55.837
311,12:31:55.849
163,12:31:55.863
164,12:31:55.875
165,12:31:55.892
166,12:31:55.905
167,12:31:55.918
168,12:31:55.930
169,12:31:55.943
360,12:31:55.960
62,12:31:55.975
312,12:31:55.988
313,12:31:56.000
314,12:31:56.014
315,12:31:56.030
316,12:31:56.041
361,12:31:56.054
206,12:31:56.074
207,12:31:56.116
204,12:31:56.130
200,12:31:56.144
201,12:31:56.158
205,12:31:56.176
202,12:31:56.190
203,12:31:56.204
208,12:31:56.217
103,12:31:56.229
63,12:31:56.241
64,12:31:56.264
65,12:31:56.281
66,12:31:56.295
362,12:31:56.309
363,12:31:56.324
105,12:31:56.337
100,12:31:56.351
106,12:31:56.366
101,12:31:56.380
102,12:31:56.396
104,12:31:56.410
107,12:31:56.425
108,12:31:56.440
109,12:31:56.454
458,12:31:56.473
420,12:31:56.486
421,12:31:56.499
422,12:31:56.511
423,12:31:56.536
424,12:31:56.549
425,12:31:56.562
426,12:31:56.574
427,12:31:56.586
428,12:31:56.598
429,12:31:56.611
430,12:31:56.622
431,12:31:56.634
209,12:31:56.651
210,12:31:56.664
20,12:31:56.677
21,12:31:56.690
22,12:31:56.701
23,12:31:56.713
364,12:31:56.728
365,12:31:56.740
366,12:31:56.752
451,12:31:56.766
457,12:31:56.780
450,12:31:56.795
452,12:31:56.811
454,12:31:56.825
455,12:31:56.837
453,12:31:56.850
456,12:31:56.863
459,12:31:56.876
254,12:31:56.894
250,12:31:56.907
255,12:31:56.942
257,12:31:56.953
253,12:31:56.965
252,12:31:56.979
258,12:31:56.993
251,12:31:57.007
256,12:31:57.019
317,12:31:57.034
170,12:31:57.046
171,12:31:57.059
318,12:31:57.076
172,12:31:57.091
173,12:31:57.103
319,12:31:57.117
174,12:31:57.130
175,12:31:57.142
110,12:31:57.156
320,12:31:57.174
67,12:31:57.187
211,12:31:57.213
68,12:31:57.224
212,12:31:57.239
213,12:31:57.258
214,12:31:57.270
460,12:31:57.282
69,12:31:57.294
461,12:31:57.306
259,12:31:57.321
462,12:31:57.339
463,12:31:57.356
464,12:31:57.378
367,12:31:57.391
260,12:31:57.404
70,12:31:57.417
111,12:31:57.429
368,12:31:57.448
24,12:31:57.461
25,12:31:57.481
26,12:31:57.497
321,12:31:57.510
432,12:31:57.521
112,12:31:57.535
433,12:31:57.561
113,12:31:57.576
114,12:31:57.591
115,12:31:57.611
261,12:31:57.630
