103,16:41:43.946
101,16:41:46.803
104,16:41:47.876
100,16:41:47.993
105,16:41:48.132
102,16:41:48.334
106,16:41:48.366
107,16:41:48.518
108,16:41:48.560
109,16:41:48.585
110,16:41:48.616
111,16:41:48.642
112,16:41:48.721
113,16:41:48.752
114,16:41:48.774
115,16:41:48.799
116,16:41:48.823
117,16:41:48.855
55,16:41:48.880
53,16:41:48.907
54,16:41:48.939
205,16:41:48.967
208,16:41:48.990
201,16:41:49.036
203,16:41:49.066
209,16:41:49.103
210,16:41:49.786
50,16:41:49.857
202,16:41:49.929
52,16:41:50.037
51,16:41:50.082
56,16:41:50.116
57,16:41:50.169
58,16:41:50.206
59,16:41:50.226
405,16:41:50.256
400,16:41:50.286
404,16:41:50.312
403,16:41:50.332
402,16:41:50.351
406,16:41:50.375
401,16:41:50.393
407,16:41:50.411
408,16:41:50.435
409,16:41:50.462
410,16:41:50.485
411,16:41:50.502
412,16:41:50.521
413,16:41:50.541
414,16:41:50.561
415,16:41:50.578
154,16:41:50.593
150,16:41:50.612
153,16:41:50.628
151,16:41:50.645
152,16:41:50.662
118,16:41:50.678
155,16:41:50.700
119,16:41:50.716
120,16:41:50.737
121,16:41:50.754
122,16:41:50.769
123,16:41:50.791
156,16:41:50.816
124,16:41:50.835
125,16:41:50.849
126,16:41:50.864
127,16:41:50.880
157,16:41:50.899
60,16:41:50.913
128,16:41:50.929
129,16:41:50.945
130,16:41:50.968
131,16:41:50.987
158,16:41:51.006
132,16:41:51.019
133,16:41:51.040
159,16:41:51.060
200,16:41:51.080
206,16:41:51.102
207,16:41:51.128
204,16:41:51.143
6,16:41:51.160
3,16:41:51.190
1,16:41:51.234
0,16:41:51.574
4,16:41:51.623
2,16:41:51.648
5,16:41:51.674
7,16:41:51.696
8,16:41:51.734
211,16:41:51.759
212,16:41:51.781
213,16:41:51.800
214,16:41:51.819
215,16:41:51.860
216,16:41:51.880
9,16:41:51.898
217,16:41:51.919
10,16:41:51.966
416,16:41:51.984
61,16:41:52.003
62,16:41:52.021
63,16:41:52.048
64,16:41:52.074
65,16:41:52.096
66,16:41:52.117
306,16:41:52.136
307,16:41:52.153
303,16:41:52.188
300,16:41:52.207
304,16:41:52.235
301,16:41:52.252
308,16:41:52.269
302,16:41:52.301
160,16:41:52.319
417,16:41:52.333
418,16:41:52.347
419,16:41:52.362
161,16:41:52.376
162,16:41:52.391
420,16:41:52.404
163,16:41:52.419
164,16:41:52.437
421,16:41:52.453
11,16:41:52.467
12,16:41:52.483
13,16:41:52.498
305,16:41:52.519
14,16:41:52.532
15,16:41:52.544
16,16:41:52.556
218,16:41:52.580
219,16:41:52.593
309,16:41:52.607
67,16:41:52.624
68,16:41:52.636
134,16:41:52.647
135,16:41:52.659
310,16:41:52.671
136,16:41:52.682
137,16:41:52.695
138,16:41:52.708
311,16:41:52.720
220,16:41:52.733
165,16:41:52.745
139,16:41:52.759
140,16:41:52.770
422,16:41:52.781
423,16:41:52.793
424,16:41:52.805
425,16:41:52.818
426,16:41:52.831
427,16:41:52.847
428,16:41:52.860
429,16:41:52.882
430,16:41:52.895
459,16:41:52.908
453,16:41:52.920
451,16:41:52.936
450,16:41:52.961
452,16:41:52.997
460,16:41:53.011
431,16:41:53.025
455,16:41:53.037
458,16:41:53.051
454,16:41:53.080
456,16:41:53.111
457,16:41:53.124
432,16:41:53.149
433,16:41:53.171
221,16:41:53.203
166,16:41:53.222
167,16:41:53.235
222,16:41:53.248
223,16:41:53.273
168,16:41:53.303
224,16:41:53.348
169,16:41:53.369
225,16:41:53.387
226,16:41:53.404
170,16:41:53.424
227,16:41:53.447
171,16:41:53.475
228,16:41:53.501
229,16:41:53.522
172,16:41:53.543
230,16:41:53.555
173,16:41:53.617
174,16:41:53.664
231,16:41:53.699
175,16:41:53.727
232,16:41:53.755
69,16:41:53.770
176,16:41:53.783
177,16:41:53.796
233,16:41:53.808
234,16:41:53.823
17,16:41:53.836
312,16:41:53.849
70,16:41:53.862
71,16:41:53.876
313,16:41:53.890
72,16:41:53.903
73,16:41:53.919
314,16:41:53.933
74,16:41:53.968
315,16:41:53.983
75,16:41:53.996
316,16:41:54.009
76,16:41:54.021
317,16:41:54.040
77,16:41:54.054
318,16:41:54.071
78,16:41:54.093
79,16:41:54.106
80,16:41:54.121
81,16:41:54.134
319,16:41:54.146
259,16:41:54.159
357,16:41:54.175
353,16:41:54.193
355,16:41:54.213
351,16:41:54.230
352,16:41:54.245
350,16:41:54.257
356,16:41:54.269
260,16:41:54.288
256,16:41:54.299
251,16:41:54.335
255,16:41:54.349
258,16:41:54.361
257,16:41:54.373
253,16:41:54.393
252,16:41:54.408
250,16:41:54.423
254,16:41:54.436
354,16:41:54.449
358,16:41:54.466
359,16:41:54.481
360,16:41:54.500
361,16:41:54.513
261,16:41:54.528
262,16:41:54.542
362,16:41:54.554
263,16:41:54.566
363,16:41:54.584
364,16:41:54.601
461,16:41:54.621
462,16:41:54.636
463,16:41:54.649
18,16:41:54.668
141,16:41:54.689
19,16:41:54.704
20,16:41:54.729
142,16:41:54.745
21,16:41:54.766
22,16:41:54.779
143,16:41:54.793
23,16:41:54.807
24,16:41:54.821
25,16:41:54.838
144,16:41:54.852
26,16:41:54.864
145,16:41:54.877
27,16:41:54.890
146,16:41:54.905
147,16:41:54.920
28,16:41:54.934
29,16:41:54.952
148,16:41:54.964
434,16:41:54.977
435,16:41:54.989
464,16:41:55.003
465,16:41:55.016
466,16:41:55.029
467,16:41:55.042
468,16:41:55.056
264,16:41:55.068
82,16:41:55.086
320,16:41:55.101
178,16:41:55.115
179,16:41:55.127
180,16:41:55.145
181,16:41:55.158
182,16:41:55.173
235,16:41:55.185
236,16:41:55.198
237,16:41:55.215
238,16:41:55.228
265,16:41:55.241
266,16:41:55.254
365,16:41:55.268
469,16:41:55.291
83,16:41:55.304
366,16:41:55.316
84,16:41:55.328
85,16:41:55.350
367,16:41:55.369
368,16:41:55.381
86,16:41:55.398
436,16:41:55.439
369,16:41:55.451
370,16:41:55.463
371,16:41:55.475
372,16:41:55.487
149,16:41:55.509
321,16:41:55.522
322,16:41:55.536
323,16:41:55.549
324,16:41:55.562
325,16:41:55.585
326,16:41:55.596
327,16:41:55.617
328,16:41:55.629
329,16:41:55.642
330,16:41:55.655
30,16:41:55.673
331,16:41:55.686
332,16:41:55.698
437,16:41:55.713
438,16:41:55.733
439,16:41:55.744
440,16:41:55.756
267,16:41:55.768
441,16:41:55.779
442,16:41:55.790
443,16:41:55.800
444,16:41:55.818
445,16:41:55.831
446,16:41:55.844
447,16:41:55.856
448,16:41:55.868
449,16:41:55.880
268,16:41:55.891
269,16:41:55.904
239,16:41:55.919
240,16:41:55.930
470,16:41:55.948
241,16:41:55.958
471,16:41:55.970
242,16:41:55.982
243,16:41:55.996
244,16:41:56.009
245,16:41:56.021
246,16:41:56.038
87,16:41:56.052
247,16:41:56.063
248,16:41:56.095
249,16:41:56.106
88,16:41:56.118
89,16:41:56.129
183,16:41:56.140
184,16:41:56.151
185,16:41:56.170
31,16:41:56.180
32,16:41:56.191
33,16:41:56.203
34,16:41:56.214
35,16:41:56.226
36,16:41:56.237
270,16:41:56.252
37,16:41:56.263
38,16:41:56.277
39,16:41:56.291
271,16:41:56.302
40,16:41:56.312
272,16:41:56.323
273,16:41:56.335
373,16:41:56.346
274,16:41:56.358
374,16:41:56.369
473,16:41:56.380
472,16:41:56.391
375,16:41:56.402
376,16:41:56.414
90,16:41:56.426
91,16:41:56.438
