id,dc-started,man-adding,man-added,dc-registered
160,12:06:36.439,12:06:45.740,12:06:45.801,12:06:45.804
57,12:06:36.461,12:06:46.067,12:06:46.128,12:06:46.131
11,12:06:36.480,12:06:46.134,12:06:46.194,12:06:46.197
312,12:06:36.482,12:06:46.445,12:06:46.504,12:06:46.507
212,12:06:36.486,12:06:46.509,12:06:46.567,12:06:46.570
161,12:06:36.515,12:06:46.200,12:06:46.254,12:06:46.259
410,12:06:36.530,12:06:46.322,12:06:46.377,12:06:46.381
58,12:06:36.530,12:06:46.384,12:06:46.441,12:06:46.443
361,12:06:36.536,12:06:46.261,12:06:46.314,12:06:46.318
162,12:06:36.546,12:06:46.949,12:06:47.007,12:06:47.010
260,12:06:36.549,12:06:46.701,12:06:46.754,12:06:46.757
113,12:06:36.557,12:06:46.636,12:06:46.697,12:06:46.699
459,12:06:36.558,12:06:46.572,12:06:46.631,12:06:46.633
460,12:06:36.576,12:06:46.760,12:06:46.817,12:06:46.820
12,12:06:36.599,12:06:47.133,12:06:47.191,12:06:47.194
59,12:06:36.614,12:06:46.822,12:06:46.881,12:06:46.883
114,12:06:36.624,12:06:47.196,12:06:47.257,12:06:47.259
411,12:06:36.627,12:06:47.012,12:06:47.071,12:06:47.075
313,12:06:36.636,12:06:46.886,12:06:46.944,12:06:46.946
261,12:06:36.637,12:06:47.078,12:06:47.128,12:06:47.131
362,12:06:36.651,12:06:47.452,12:06:47.504,12:06:47.506
213,12:06:36.667,12:06:47.261,12:06:47.321,12:06:47.323
461,12:06:36.670,12:06:47.325,12:06:47.384,12:06:47.387
13,12:06:36.688,12:06:47.390,12:06:47.447,12:06:47.449
462,12:06:36.699,12:06:48.019,12:06:48.077,12:06:48.080
314,12:06:36.702,12:06:47.618,12:06:47.678,12:06:47.681
214,12:06:36.718,12:06:47.507,12:06:47.557,12:06:47.559
315,12:06:36.720,12:06:47.560,12:06:47.611,12:06:47.615
363,12:06:36.731,12:06:47.765,12:06:47.827,12:06:47.831
215,12:06:36.736,12:06:47.684,12:06:47.758,12:06:47.761
262,12:06:36.747,12:06:47.958,12:06:48.014,12:06:48.017
60,12:06:36.750,12:06:47.834,12:06:47.891,12:06:47.893
163,12:06:36.758,12:06:48.275,12:06:48.334,12:06:48.337
412,12:06:36.763,12:06:48.211,12:06:48.271,12:06:48.273
316,12:06:36.774,12:06:47.895,12:06:47.954,12:06:47.956
14,12:06:36.788,12:06:48.403,12:06:48.461,12:06:48.462
115,12:06:36.792,12:06:48.083,12:06:48.144,12:06:48.148
364,12:06:36.807,12:06:48.151,12:06:48.207,12:06:48.209
216,12:06:36.813,12:06:48.339,12:06:48.397,12:06:48.400
217,12:06:36.840,12:06:49.012,12:06:49.074,12:06:49.076
317,12:06:36.844,12:06:48.464,12:06:48.521,12:06:48.525
15,12:06:36.858,12:06:48.528,12:06:48.584,12:06:48.588
413,12:06:36.861,12:06:48.591,12:06:48.647,12:06:48.649
365,12:06:36.871,12:06:48.652,12:06:48.701,12:06:48.703
16,12:06:36.877,12:06:48.892,12:06:48.947,12:06:48.949
61,12:06:36.882,12:06:48.833,12:06:48.887,12:06:48.890
164,12:06:36.885,12:06:48.704,12:06:48.754,12:06:48.757
318,12:06:36.895,12:06:48.769,12:06:48.821,12:06:48.824
116,12:06:36.904,12:06:48.950,12:06:49.007,12:06:49.010
463,12:06:36.921,12:06:49.079,12:06:49.128,12:06:49.131
366,12:06:36.939,12:06:49.258,12:06:49.311,12:06:49.313
414,12:06:36.946,12:06:49.133,12:06:49.188,12:06:49.191
62,12:06:36.950,12:06:49.429,12:06:49.481,12:06:49.483
165,12:06:36.957,12:06:49.371,12:06:49.424,12:06:49.427
218,12:06:36.969,12:06:49.194,12:06:49.254,12:06:49.257
219,12:06:36.987,12:06:49.315,12:06:49.367,12:06:49.369
117,12:06:37.005,12:06:49.486,12:06:49.537,12:06:49.540
263,12:06:37.005,12:06:49.543,12:06:49.598,12:06:49.601
220,12:06:37.013,12:06:49.603,12:06:49.651,12:06:49.653
17,12:06:37.027,12:06:49.655,12:06:49.704,12:06:49.706
464,12:06:37.027,12:06:49.708,12:06:49.764,12:06:49.768
166,12:06:37.040,12:06:49.771,12:06:49.831,12:06:49.834
319,12:06:37.055,12:06:49.838,12:06:49.897,12:06:49.900
167,12:06:37.068,12:06:50.020,12:06:50.077,12:06:50.080
118,12:06:37.070,12:06:49.903,12:06:49.961,12:06:49.962
18,12:06:37.082,12:06:49.964,12:06:50.017,12:06:50.019
367,12:06:37.090,12:06:50.273,12:06:50.328,12:06:50.330
320,12:06:37.092,12:06:50.457,12:06:50.504,12:06:50.505
221,12:06:37.097,12:06:50.398,12:06:50.454,12:06:50.455
264,12:06:37.107,12:06:50.146,12:06:50.204,12:06:50.207
415,12:06:37.110,12:06:50.082,12:06:50.141,12:06:50.144
465,12:06:37.116,12:06:50.210,12:06:50.267,12:06:50.270
63,12:06:37.127,12:06:50.334,12:06:50.394,12:06:50.396
265,12:06:37.135,12:06:50.511,12:06:50.561,12:06:50.563
168,12:06:37.162,12:06:50.565,12:06:50.614,12:06:50.615
321,12:06:37.162,12:06:50.617,12:06:50.664,12:06:50.667
466,12:06:37.162,12:06:50.729,12:06:50.787,12:06:50.790
368,12:06:37.165,12:06:50.914,12:06:50.967,12:06:50.970
19,12:06:37.174,12:06:50.851,12:06:50.907,12:06:50.910
119,12:06:37.176,12:06:50.669,12:06:50.724,12:06:50.727
169,12:06:37.186,12:06:50.793,12:06:50.847,12:06:50.850
222,12:06:37.194,12:06:51.033,12:06:51.087,12:06:51.090
416,12:06:37.197,12:06:50.972,12:06:51.027,12:06:51.030
170,12:06:37.205,12:06:51.093,12:06:51.147,12:06:51.150
64,12:06:37.211,12:06:51.152,12:06:51.207,12:06:51.209
171,12:06:37.224,12:06:51.216,12:06:51.271,12:06:51.273
266,12:06:37.240,12:06:51.275,12:06:51.331,12:06:51.333
417,12:06:37.249,12:06:51.445,12:06:51.494,12:06:51.497
322,12:06:37.253,12:06:51.334,12:06:51.384,12:06:51.386
172,12:06:37.257,12:06:51.499,12:06:51.547,12:06:51.550
20,12:06:37.261,12:06:51.387,12:06:51.441,12:06:51.443
467,12:06:37.275,12:06:51.714,12:06:51.764,12:06:51.766
21,12:06:37.279,12:06:51.552,12:06:51.601,12:06:51.604
267,12:06:37.279,12:06:51.605,12:06:51.654,12:06:51.656
120,12:06:37.279,12:06:51.659,12:06:51.711,12:06:51.713
22,12:06:37.296,12:06:51.821,12:06:51.871,12:06:51.874
223,12:06:37.300,12:06:51.877,12:06:51.931,12:06:51.934
323,12:06:37.306,12:06:51.767,12:06:51.814,12:06:51.817
418,12:06:37.314,12:06:51.937,12:06:51.991,12:06:51.995
369,12:06:37.314,12:06:52.309,12:06:52.358,12:06:52.361
173,12:06:37.328,12:06:52.058,12:06:52.117,12:06:52.120
121,12:06:37.340,12:06:52.001,12:06:52.054,12:06:52.056
268,12:06:37.343,12:06:52.186,12:06:52.244,12:06:52.246
65,12:06:37.359,12:06:52.249,12:06:52.304,12:06:52.306
224,12:06:37.368,12:06:52.655,12:06:52.707,12:06:52.710
419,12:06:37.372,12:06:52.122,12:06:52.181,12:06:52.183
23,12:06:37.374,12:06:52.422,12:06:52.481,12:06:52.484
468,12:06:37.377,12:06:52.363,12:06:52.417,12:06:52.420
370,12:06:37.394,12:06:52.487,12:06:52.541,12:06:52.543
122,12:06:37.406,12:06:52.545,12:06:52.591,12:06:52.594
324,12:06:37.406,12:06:52.596,12:06:52.651,12:06:52.653
269,12:06:37.415,12:06:52.712,12:06:52.767,12:06:52.770
66,12:06:37.416,12:06:53.181,12:06:53.228,12:06:53.230
174,12:06:37.424,12:06:53.075,12:06:53.127,12:06:53.129
420,12:06:37.427,12:06:52.828,12:06:52.884,12:06:52.888
24,12:06:37.427,12:06:53.232,12:06:53.281,12:06:53.284
371,12:06:37.428,12:06:52.772,12:06:52.824,12:06:52.827
469,12:06:37.428,12:06:53.015,12:06:53.071,12:06:53.073
372,12:06:37.446,12:06:52.891,12:06:52.948,12:06:52.950
225,12:06:37.452,12:06:52.954,12:06:53.011,12:06:53.013
373,12:06:37.465,12:06:53.130,12:06:53.177,12:06:53.179
374,12:06:37.486,12:06:53.448,12:06:53.498,12:06:53.500
421,12:06:37.489,12:06:53.395,12:06:53.444,12:06:53.447
325,12:06:37.491,12:06:53.287,12:06:53.341,12:06:53.343
270,12:06:37.494,12:06:53.344,12:06:53.391,12:06:53.394
422,12:06:37.517,12:06:53.504,12:06:53.564,12:06:53.566
175,12:06:37.541,12:06:53.568,12:06:53.624,12:06:53.627
470,12:06:37.541,12:06:53.629,12:06:53.687,12:06:53.690
25,12:06:37.556,12:06:53.749,12:06:53.804,12:06:53.807
423,12:06:37.559,12:06:53.692,12:06:53.744,12:06:53.747
67,12:06:37.562,12:06:54.168,12:06:54.224,12:06:54.227
176,12:06:37.567,12:06:54.105,12:06:54.158,12:06:54.160
123,12:06:37.578,12:06:53.921,12:06:53.977,12:06:53.980
226,12:06:37.587,12:06:53.808,12:06:53.857,12:06:53.860
471,12:06:37.600,12:06:54.054,12:06:54.101,12:06:54.103
26,12:06:37.606,12:06:53.983,12:06:54.041,12:06:54.043
375,12:06:37.609,12:06:53.862,12:06:53.917,12:06:53.920
424,12:06:37.637,12:06:54.292,12:06:54.347,12:06:54.349
271,12:06:37.638,12:06:54.470,12:06:54.518,12:06:54.520
27,12:06:37.642,12:06:54.229,12:06:54.287,12:06:54.290
326,12:06:37.650,12:06:54.522,12:06:54.571,12:06:54.574
124,12:06:37.654,12:06:54.351,12:06:54.407,12:06:54.410
472,12:06:37.663,12:06:54.412,12:06:54.467,12:06:54.469
425,12:06:37.688,12:06:54.630,12:06:54.684,12:06:54.687
177,12:06:37.697,12:06:54.576,12:06:54.624,12:06:54.628
227,12:06:37.705,12:06:54.976,12:06:55.031,12:06:55.034
272,12:06:37.720,12:06:54.692,12:06:54.747,12:06:54.750
68,12:06:37.720,12:06:54.915,12:06:54.971,12:06:54.972
473,12:06:37.734,12:06:54.808,12:06:54.854,12:06:54.856
327,12:06:37.735,12:06:54.753,12:06:54.804,12:06:54.807
125,12:06:37.749,12:06:54.858,12:06:54.911,12:06:54.913
426,12:06:37.769,12:06:55.037,12:06:55.091,12:06:55.093
178,12:06:37.777,12:06:55.259,12:06:55.311,12:06:55.314
28,12:06:37.783,12:06:55.094,12:06:55.141,12:06:55.143
427,12:06:37.808,12:06:55.145,12:06:55.194,12:06:55.197
376,12:06:37.817,12:06:55.200,12:06:55.254,12:06:55.257
69,12:06:37.827,12:06:55.722,12:06:55.777,12:06:55.779
126,12:06:37.834,12:06:55.317,12:06:55.371,12:06:55.373
228,12:06:37.844,12:06:55.374,12:06:55.421,12:06:55.423
273,12:06:37.847,12:06:55.425,12:06:55.477,12:06:55.480
29,12:06:37.854,12:06:55.482,12:06:55.537,12:06:55.540
428,12:06:37.854,12:06:55.542,12:06:55.597,12:06:55.600
474,12:06:37.866,12:06:55.602,12:06:55.657,12:06:55.660
377,12:06:37.910,12:06:55.662,12:06:55.717,12:06:55.720
429,12:06:37.931,12:06:55.780,12:06:55.831,12:06:55.835
328,12:06:37.934,12:06:55.898,12:06:55.954,12:06:55.957
179,12:06:37.941,12:06:55.842,12:06:55.894,12:06:55.896
127,12:06:37.941,12:06:55.958,12:06:56.014,12:06:56.017
30,12:06:37.958,12:06:56.020,12:06:56.074,12:06:56.076
229,12:06:37.970,12:06:56.078,12:06:56.134,12:06:56.137
378,12:06:37.986,12:06:56.139,12:06:56.194,12:06:56.197
274,12:06:38.020,12:06:56.198,12:06:56.254,12:06:56.256
475,12:06:38.020,12:06:56.257,12:06:56.311,12:06:56.314
180,12:06:38.028,12:06:56.316,12:06:56.368,12:06:56.370
430,12:06:38.040,12:06:56.372,12:06:56.427,12:06:56.431
31,12:06:38.042,12:06:56.496,12:06:56.551,12:06:56.553
329,12:06:38.055,12:06:56.433,12:06:56.487,12:06:56.490
379,12:06:38.090,12:06:56.555,12:06:56.611,12:06:56.613
70,12:06:38.097,12:06:56.616,12:06:56.671,12:06:56.674
128,12:06:38.110,12:06:56.675,12:06:56.727,12:06:56.729
230,12:06:38.144,12:06:56.832,12:06:56.884,12:06:56.887
476,12:06:38.157,12:06:56.731,12:06:56.777,12:06:56.779
380,12:06:38.162,12:06:56.949,12:06:57.007,12:06:57.010
330,12:06:38.164,12:06:56.781,12:06:56.827,12:06:56.830
431,12:06:38.177,12:06:56.889,12:06:56.944,12:06:56.947
275,12:06:38.183,12:06:57.077,12:06:57.131,12:06:57.134
71,12:06:38.194,12:06:57.136,12:06:57.191,12:06:57.194
181,12:06:38.204,12:06:57.012,12:06:57.071,12:06:57.074
129,12:06:38.230,12:06:57.196,12:06:57.254,12:06:57.257
32,12:06:38.231,12:06:57.261,12:06:57.314,12:06:57.317
231,12:06:38.253,12:06:57.379,12:06:57.434,12:06:57.436
331,12:06:38.267,12:06:57.319,12:06:57.374,12:06:57.377
381,12:06:38.290,12:06:57.438,12:06:57.494,12:06:57.497
432,12:06:38.304,12:06:57.499,12:06:57.554,12:06:57.557
33,12:06:38.333,12:06:57.676,12:06:57.731,12:06:57.733
182,12:06:38.341,12:06:57.559,12:06:57.614,12:06:57.616
72,12:06:38.347,12:06:57.618,12:06:57.671,12:06:57.673
477,12:06:38.357,12:06:57.735,12:06:57.791,12:06:57.793
276,12:06:38.391,12:06:57.795,12:06:57.851,12:06:57.854
130,12:06:38.391,12:06:58.025,12:06:58.074,12:06:58.076
382,12:06:38.399,12:06:57.856,12:06:57.911,12:06:57.913
433,12:06:38.403,12:06:57.915,12:06:57.964,12:06:57.966
332,12:06:38.404,12:06:57.968,12:06:58.021,12:06:58.023
232,12:06:38.420,12:06:58.078,12:06:58.131,12:06:58.132
34,12:06:38.432,12:06:58.133,12:06:58.181,12:06:58.182
73,12:06:38.464,12:06:58.184,12:06:58.234,12:06:58.235
383,12:06:38.509,12:06:58.292,12:06:58.347,12:06:58.350
183,12:06:38.520,12:06:58.236,12:06:58.288,12:06:58.290
333,12:06:38.527,12:06:58.352,12:06:58.407,12:06:58.410
35,12:06:38.527,12:06:58.644,12:06:58.691,12:06:58.693
478,12:06:38.534,12:06:58.417,12:06:58.464,12:06:58.466
434,12:06:38.543,12:06:58.468,12:06:58.521,12:06:58.522
131,12:06:38.557,12:06:58.524,12:06:58.577,12:06:58.580
277,12:06:38.571,12:06:58.582,12:06:58.631,12:06:58.633
384,12:06:38.587,12:06:58.748,12:06:58.801,12:06:58.802
233,12:06:38.590,12:06:58.695,12:06:58.744,12:06:58.747
74,12:06:38.630,12:06:58.804,12:06:58.854,12:06:58.857
184,12:06:38.660,12:06:58.918,12:06:58.964,12:06:58.967
334,12:06:38.674,12:06:58.858,12:06:58.914,12:06:58.916
479,12:06:38.684,12:06:58.968,12:06:59.018,12:06:59.020
36,12:06:38.685,12:06:59.025,12:06:59.071,12:06:59.074
234,12:06:38.724,12:06:59.077,12:06:59.127,12:06:59.129
385,12:06:38.730,12:06:59.130,12:06:59.178,12:06:59.181
185,12:06:38.750,12:06:59.181,12:06:59.237,12:06:59.239
75,12:06:38.757,12:06:59.240,12:06:59.291,12:06:59.292
37,12:06:38.765,12:06:59.293,12:06:59.337,12:06:59.339
480,12:06:38.800,12:06:59.456,12:06:59.514,12:06:59.517
386,12:06:38.824,12:06:59.814,12:06:59.864,12:06:59.867
435,12:06:38.827,12:06:59.395,12:06:59.451,12:06:59.454
132,12:06:38.837,12:06:59.342,12:06:59.391,12:06:59.393
335,12:06:38.854,12:06:59.518,12:06:59.574,12:06:59.576
186,12:06:38.858,12:06:59.633,12:06:59.687,12:06:59.690
278,12:06:38.868,12:06:59.578,12:06:59.631,12:06:59.632
38,12:06:38.915,12:06:59.693,12:06:59.747,12:06:59.750
235,12:06:38.920,12:06:59.752,12:06:59.805,12:06:59.808
76,12:06:38.959,12:06:59.869,12:06:59.924,12:06:59.927
436,12:06:38.987,12:06:59.929,12:06:59.984,12:06:59.986
336,12:06:38.994,12:06:59.987,12:07:00.041,12:07:00.043
481,12:06:39.000,12:07:00.096,12:07:00.151,12:07:00.154
133,12:06:39.007,12:07:00.045,12:07:00.094,12:07:00.095
187,12:06:39.027,12:07:00.155,12:07:00.211,12:07:00.213
279,12:06:39.040,12:07:00.215,12:07:00.271,12:07:00.273
387,12:06:39.057,12:07:00.275,12:07:00.331,12:07:00.334
39,12:06:39.082,12:07:00.336,12:07:00.387,12:07:00.390
77,12:06:39.096,12:07:00.392,12:07:00.444,12:07:00.447
236,12:06:39.104,12:07:00.448,12:07:00.501,12:07:00.504
482,12:06:39.110,12:07:00.505,12:07:00.554,12:07:00.557
337,12:06:39.134,12:07:00.558,12:07:00.608,12:07:00.611
437,12:06:39.147,12:07:00.612,12:07:00.667,12:07:00.670
188,12:06:39.170,12:07:00.672,12:07:00.727,12:07:00.730
40,12:06:39.190,12:07:00.733,12:07:00.787,12:07:00.790
388,12:06:39.190,12:07:00.792,12:07:00.847,12:07:00.850
237,12:06:39.224,12:07:00.856,12:07:00.907,12:07:00.910
134,12:06:39.250,12:07:01.025,12:07:01.081,12:07:01.083
483,12:06:39.260,12:07:00.911,12:07:00.964,12:07:00.967
338,12:06:39.267,12:07:00.969,12:07:01.021,12:07:01.023
280,12:06:39.288,12:07:01.141,12:07:01.194,12:07:01.196
189,12:06:39.304,12:07:01.085,12:07:01.137,12:07:01.139
78,12:06:39.304,12:07:01.318,12:07:01.374,12:07:01.376
41,12:06:39.317,12:07:01.197,12:07:01.254,12:07:01.257
438,12:06:39.317,12:07:01.259,12:07:01.314,12:07:01.317
389,12:06:39.340,12:07:01.378,12:07:01.431,12:07:01.432
135,12:06:39.360,12:07:01.432,12:07:01.477,12:07:01.480
281,12:06:39.380,12:07:01.594,12:07:01.647,12:07:01.650
238,12:06:39.384,12:07:01.482,12:07:01.534,12:07:01.536
484,12:06:39.400,12:07:01.538,12:07:01.591,12:07:01.592
339,12:06:39.423,12:07:01.651,12:07:01.697,12:07:01.699
190,12:06:39.428,12:07:01.701,12:07:01.751,12:07:01.754
439,12:06:39.450,12:07:01.755,12:07:01.807,12:07:01.810
390,12:06:39.450,12:07:01.811,12:07:01.864,12:07:01.867
136,12:06:39.480,12:07:01.872,12:07:01.924,12:07:01.926
79,12:06:39.484,12:07:01.928,12:07:01.981,12:07:01.984
42,12:06:39.493,12:07:02.045,12:07:02.098,12:07:02.101
282,12:06:39.494,12:07:01.986,12:07:02.041,12:07:02.043
239,12:06:39.517,12:07:02.166,12:07:02.221,12:07:02.223
485,12:06:39.530,12:07:02.103,12:07:02.161,12:07:02.163
191,12:06:39.544,12:07:02.225,12:07:02.284,12:07:02.287
391,12:06:39.570,12:07:02.289,12:07:02.341,12:07:02.343
440,12:06:39.599,12:07:02.458,12:07:02.511,12:07:02.513
340,12:06:39.610,12:07:02.344,12:07:02.397,12:07:02.400
137,12:06:39.630,12:07:02.401,12:07:02.454,12:07:02.457
283,12:06:39.647,12:07:02.515,12:07:02.561,12:07:02.562
240,12:06:39.652,12:07:02.563,12:07:02.607,12:07:02.609
80,12:06:39.681,12:07:02.611,12:07:02.658,12:07:02.660
392,12:06:39.681,12:07:02.779,12:07:02.834,12:07:02.837
486,12:06:39.689,12:07:02.666,12:07:02.714,12:07:02.717
192,12:06:39.691,12:07:02.718,12:07:02.774,12:07:02.777
43,12:06:39.707,12:07:02.959,12:07:03.014,12:07:03.017
241,12:06:39.714,12:07:02.839,12:07:02.894,12:07:02.897
441,12:06:39.722,12:07:02.898,12:07:02.954,12:07:02.957
341,12:06:39.761,12:07:03.018,12:07:03.074,12:07:03.076
138,12:06:39.764,12:07:03.078,12:07:03.134,12:07:03.137
193,12:06:39.789,12:07:03.312,12:07:03.364,12:07:03.367
393,12:06:39.798,12:07:03.204,12:07:03.251,12:07:03.253
44,12:06:39.810,12:07:03.139,12:07:03.197,12:07:03.200
81,12:06:39.817,12:07:03.255,12:07:03.308,12:07:03.311
242,12:06:39.827,12:07:03.368,12:07:03.421,12:07:03.424
284,12:06:39.841,12:07:03.485,12:07:03.537,12:07:03.540
487,12:06:39.847,12:07:03.426,12:07:03.481,12:07:03.483
194,12:06:39.881,12:07:03.541,12:07:03.594,12:07:03.597
82,12:06:39.897,12:07:03.598,12:07:03.647,12:07:03.649
195,12:06:39.899,12:07:03.650,12:07:03.698,12:07:03.700
243,12:06:39.907,12:07:03.931,12:07:03.984,12:07:03.987
342,12:06:39.912,12:07:03.759,12:07:03.811,12:07:03.813
442,12:06:39.917,12:07:03.704,12:07:03.754,12:07:03.757
