id,dc-started,man-adding,man-added,dc-registered
139,12:06:39.920,12:07:03.815,12:07:03.871,12:07:03.874
196,12:06:39.923,12:07:03.875,12:07:03.927,12:07:03.930
285,12:06:39.944,12:07:04.393,12:07:04.447,12:07:04.450
244,12:06:39.951,12:07:03.988,12:07:04.041,12:07:04.044
45,12:06:39.954,12:07:04.045,12:07:04.101,12:07:04.103
394,12:06:39.972,12:07:04.451,12:07:04.504,12:07:04.506
443,12:06:39.979,12:07:04.105,12:07:04.161,12:07:04.163
140,12:06:39.979,12:07:04.165,12:07:04.217,12:07:04.220
83,12:06:39.988,12:07:04.221,12:07:04.278,12:07:04.280
343,12:06:40.000,12:07:04.282,12:07:04.334,12:07:04.336
46,12:06:40.007,12:07:04.338,12:07:04.388,12:07:04.391
141,12:06:40.029,12:07:04.556,12:07:04.604,12:07:04.605
197,12:06:40.036,12:07:04.507,12:07:04.554,12:07:04.555
488,12:06:40.036,12:07:04.709,12:07:04.764,12:07:04.767
444,12:06:40.050,12:07:04.606,12:07:04.654,12:07:04.655
198,12:06:40.058,12:07:04.657,12:07:04.704,12:07:04.707
286,12:06:40.063,12:07:04.768,12:07:04.821,12:07:04.823
245,12:06:40.070,12:07:04.825,12:07:04.877,12:07:04.880
344,12:06:40.086,12:07:04.882,12:07:04.931,12:07:04.933
395,12:06:40.086,12:07:04.934,12:07:04.987,12:07:04.990
84,12:06:40.097,12:07:04.991,12:07:05.044,12:07:05.047
396,12:06:40.105,12:07:05.048,12:07:05.098,12:07:05.100
142,12:06:40.110,12:07:05.101,12:07:05.151,12:07:05.153
199,12:06:40.130,12:07:05.325,12:07:05.377,12:07:05.380
397,12:06:40.131,12:07:05.210,12:07:05.264,12:07:05.267
445,12:06:40.134,12:07:05.154,12:07:05.207,12:07:05.209
489,12:06:40.142,12:07:05.499,12:07:05.554,12:07:05.556
47,12:06:40.144,12:07:05.382,12:07:05.434,12:07:05.437
246,12:06:40.148,12:07:05.269,12:07:05.321,12:07:05.323
446,12:06:40.155,12:07:05.438,12:07:05.494,12:07:05.497
143,12:06:40.172,12:07:05.557,12:07:05.611,12:07:05.613
287,12:06:40.182,12:07:05.615,12:07:05.671,12:07:05.673
85,12:06:40.182,12:07:06.029,12:07:06.077,12:07:06.080
447,12:06:40.190,12:07:05.675,12:07:05.731,12:07:05.733
398,12:06:40.192,12:07:05.735,12:07:05.791,12:07:05.794
144,12:06:40.200,12:07:05.796,12:07:05.851,12:07:05.853
247,12:06:40.211,12:07:05.911,12:07:05.967,12:07:05.970
448,12:06:40.218,12:07:05.855,12:07:05.907,12:07:05.910
399,12:06:40.228,12:07:06.081,12:07:06.134,12:07:06.137
48,12:06:40.229,12:07:05.972,12:07:06.024,12:07:06.027
345,12:06:40.260,12:07:06.475,12:07:06.527,12:07:06.530
145,12:06:40.268,12:07:06.138,12:07:06.191,12:07:06.194
449,12:06:40.270,12:07:06.197,12:07:06.251,12:07:06.254
490,12:06:40.270,12:07:06.310,12:07:06.357,12:07:06.360
248,12:06:40.275,12:07:06.418,12:07:06.471,12:07:06.474
49,12:06:40.281,12:07:06.361,12:07:06.414,12:07:06.417
288,12:06:40.285,12:07:06.256,12:07:06.307,12:07:06.309
86,12:06:40.290,12:07:06.531,12:07:06.584,12:07:06.586
146,12:06:40.300,12:07:06.642,12:07:06.687,12:07:06.689
249,12:06:40.304,12:07:06.587,12:07:06.637,12:07:06.640
491,12:06:40.308,12:07:06.691,12:07:06.741,12:07:06.744
492,12:06:40.326,12:07:06.753,12:07:06.804,12:07:06.806
87,12:06:40.328,12:07:06.807,12:07:06.857,12:07:06.859
346,12:06:40.332,12:07:06.861,12:07:06.911,12:07:06.914
147,12:06:40.343,12:07:06.915,12:07:06.961,12:07:06.964
88,12:06:40.348,12:07:07.020,12:07:07.071,12:07:07.073
493,12:06:40.364,12:07:06.966,12:07:07.014,12:07:07.018
148,12:06:40.372,12:07:07.074,12:07:07.127,12:07:07.130
289,12:06:40.383,12:07:07.131,12:07:07.184,12:07:07.187
494,12:06:40.383,12:07:07.188,12:07:07.241,12:07:07.243
89,12:06:40.390,12:07:07.245,12:07:07.297,12:07:07.300
495,12:06:40.401,12:07:07.301,12:07:07.354,12:07:07.357
149,12:06:40.412,12:07:07.359,12:07:07.411,12:07:07.413
347,12:06:40.415,12:07:07.415,12:07:07.467,12:07:07.470
496,12:06:40.419,12:07:07.471,12:07:07.524,12:07:07.527
90,12:06:40.424,12:07:07.529,12:07:07.584,12:07:07.596
497,12:06:40.437,12:07:07.598,12:07:07.644,12:07:07.647
290,12:06:40.440,12:07:07.820,12:07:07.867,12:07:07.869
348,12:06:40.457,12:07:07.649,12:07:07.701,12:07:07.703
498,12:06:40.461,12:07:07.704,12:07:07.757,12:07:07.760
91,12:06:40.470,12:07:07.762,12:07:07.814,12:07:07.816
349,12:06:40.489,12:07:07.870,12:07:07.921,12:07:07.923
499,12:06:40.492,12:07:07.925,12:07:07.977,12:07:07.980
92,12:06:40.495,12:07:07.982,12:07:08.034,12:07:08.037
291,12:06:40.505,12:07:08.039,12:07:08.091,12:07:08.093
93,12:06:40.511,12:07:08.095,12:07:08.148,12:07:08.151
292,12:06:40.523,12:07:08.152,12:07:08.207,12:07:08.210
94,12:06:40.528,12:07:08.212,12:07:08.264,12:07:08.266
293,12:06:40.540,12:07:08.267,12:07:08.321,12:07:08.323
95,12:06:40.546,12:07:08.327,12:07:08.374,12:07:08.377
294,12:06:40.559,12:07:08.435,12:07:08.484,12:07:08.487
96,12:06:40.560,12:07:08.378,12:07:08.431,12:07:08.433
97,12:06:40.574,12:07:08.487,12:07:08.534,12:07:08.535
98,12:06:40.587,12:07:08.536,12:07:08.581,12:07:08.583
295,12:06:40.587,12:07:08.585,12:07:08.637,12:07:08.640
99,12:06:40.597,12:07:08.642,12:07:08.694,12:07:08.696
296,12:06:40.597,12:07:08.698,12:07:08.751,12:07:08.753
297,12:06:40.606,12:07:08.755,12:07:08.804,12:07:08.806
298,12:06:40.615,12:07:08.807,12:07:08.858,12:07:08.861
299,12:06:40.628,12:07:08.862,12:07:08.911,12:07:08.914
