6,12:29:24.017
4,12:29:24.017
5,12:29:24.019
3,12:29:24.034
0,12:29:24.048
1,12:29:24.063
2,12:29:24.076
7,12:29:24.086
8,12:29:24.098
9,12:29:24.110
12,12:29:23.333
11,12:29:23.347
13,12:29:23.362
10,12:29:23.383
17,12:29:23.401
14,12:29:23.414
15,12:29:23.431
16,12:29:23.451
18,12:29:23.473
19,12:29:23.488
20,12:29:23.101
21,12:29:23.102
24,12:29:23.127
23,12:29:23.144
22,12:29:23.170
25,12:29:23.220
26,12:29:23.244
27,12:29:23.261
28,12:29:23.279
29,12:29:23.294
31,12:29:23.526
34,12:29:23.526
36,12:29:23.541
37,12:29:23.553
32,12:29:23.571
33,12:29:23.584
30,12:29:23.607
35,12:29:23.620
38,12:29:23.634
39,12:29:23.645
42,12:29:22.586
40,12:29:22.593
43,12:29:22.620
41,12:29:22.637
44,12:29:22.658
45,12:29:22.673
46,12:29:22.692
47,12:29:22.706
48,12:29:23.188
49,12:29:23.203
53,12:29:22.254
51,12:29:22.272
52,12:29:22.299
54,12:29:22.328
50,12:29:22.357
55,12:29:22.382
56,12:29:22.405
57,12:29:22.721
58,12:29:22.737
59,12:29:22.754
66,12:29:22.800
65,12:29:22.805
60,12:29:22.820
64,12:29:22.842
62,12:29:22.858
63,12:29:22.884
61,12:29:22.905
67,12:29:22.928
68,12:29:22.948
69,12:29:22.968
71,12:29:22.453
73,12:29:22.470
72,12:29:22.495
70,12:29:22.511
74,12:29:22.530
75,12:29:22.547
76,12:29:22.986
77,12:29:23.006
78,12:29:23.037
79,12:29:23.061
88,12:29:23.681
83,12:29:23.683
80,12:29:23.716
89,12:29:23.897
82,12:29:23.913
81,12:29:23.928
87,12:29:23.943
84,12:29:23.954
85,12:29:23.967
86,12:29:23.981
90,12:29:23.761
92,12:29:23.761
95,12:29:23.774
94,12:29:23.788
98,12:29:23.803
96,12:29:23.821
91,12:29:23.836
93,12:29:23.855
97,12:29:23.869
99,12:29:23.880
